allow_hard_call	biological_category	biological_description	cell_type_id	cell_type_label	curation_notes	curation_version	disease_context	display_name	display_order	do_not_overinterpret_as	gene_set_description	hard_call_notes	interpretation_caveat	interpretation_status	is_composite_required	is_qc	known_limitations	manual_review_status	marker_panel_context	marker_provenance_summary	n_markers	negative_checks	portal_visibility	provenance_warning_count	qc_sensitivity	quality_badges	recommended_portal_label	recommended_portal_summary	release_class	required_supporting_evidence	score_scope	source_gmt	source_workbook	state_class	state_establishment_level	state_establishment_rationale	state_id	state_label	state_level_citation_ids	tissue_id	tissue_label
false		Activated antigen presentation b cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	b_cell	B cell	Activated B cell antigen-presentation program; generic immune activation.	2026-05-26		Activated antigen presentation b cell			Zhao et al., Cell Discovery 2020 | https://www.nature.com/articles/s41421-020-0157-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Activated antigen presentation b cell	Activated antigen presentation b cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_b_cell_activated_antigen_presentation_b_cell	Activated antigen presentation b cell	citation_77762a3bc36a	liver	Liver
false		B cell identity represents a curated identity or subtype marker program within B cell.	b_cell	B cell	Broad B cell identity and antigen-presentation markers.	2026-05-26		B cell identity			Zhao et al., Cell Discovery 2020 | https://www.nature.com/articles/s41421-020-0157-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	B cell identity	B cell identity represents a curated identity or subtype marker program within B cell.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_b_cell_b_cell_identity	B cell identity	citation_77762a3bc36a	liver	Liver
false		Memory b cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	b_cell	B cell	Memory B cell program; immunoglobulin genes may vary by isotype and tissue context.	2026-05-26		Memory b cell			Hao et al., Nature Genetics 2022 | https://pmc.ncbi.nlm.nih.gov/articles/PMC9633381/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Memory b cell	Memory b cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_b_cell_memory_b_cell	Memory b cell	citation_c3e89218c4a8	liver	Liver
false		Naive b cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	b_cell	B cell	Naive B cell markers.	2026-05-26		Naive b cell			Hao et al., Nature Genetics 2022 | https://pmc.ncbi.nlm.nih.gov/articles/PMC9633381/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Naive b cell	Naive b cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_b_cell_naive_b_cell	Naive b cell	citation_c3e89218c4a8	liver	Liver
false		Plasma cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	b_cell	B cell	Plasma cell and antibody-secreting cell markers.	2026-05-26		Plasma cell			Hao et al., Nature Genetics 2022 | https://pmc.ncbi.nlm.nih.gov/articles/PMC9633381/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Plasma cell	Plasma cell is a curated marker panel for B cell in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_b_cell_plasma_cell	Plasma cell	citation_c3e89218c4a8	liver	Liver
false		Cholangiocyte identity represents a curated identity or subtype marker program within Cholangiocyte.	cholangiocyte	Cholangiocyte	Canonical bile duct epithelial/cholangiocyte identity markers.	2026-05-26		Cholangiocyte identity			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Cholangiocyte identity	Cholangiocyte identity represents a curated identity or subtype marker program within Cholangiocyte.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_cholangiocyte_cholangiocyte_identity	Cholangiocyte identity	citation_72a699cd3be6	liver	Liver
false		Ductular reaction progenitor like is a curated marker panel for Cholangiocyte in Liver. The biological interpretation needs review or more specific annotation.	cholangiocyte	Cholangiocyte	Ductular reaction or progenitor-like epithelial program; validate disease and injury context.	2026-05-26		Ductular reaction progenitor like			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Ductular reaction progenitor like	Ductular reaction progenitor like is a curated marker panel for Cholangiocyte in Liver. The biological interpretation needs review or more specific annotation.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_cholangiocyte_ductular_reaction_progenitor_like	Ductular reaction progenitor like	citation_72a699cd3be6	liver	Liver
false		Inflammatory activated cholangiocyte represents inflammatory activation in Cholangiocyte.	cholangiocyte	Cholangiocyte	Inflammatory activated cholangiocyte program; can overlap with ductular reaction.	2026-05-26		Inflammatory activated cholangiocyte			Andrews et al., Hepatology Communications 2022 | https://journals.lww.com/hepcomm/fulltext/2022/04000/single_cell%2C_single_nucleus%2C_and_spatial_rna.14.aspx	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret as a process score; consider disease, dissociation, immune contamination, and batch context.	continuous_gradient	false	false		reviewed			10		show_default	1	moderate	Inflammatory process;Context dependent	Inflammatory activated cholangiocyte	Inflammatory activated cholangiocyte represents inflammatory activation in Cholangiocyte.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	process_gradient	well_established_process		liver_cholangiocyte_inflammatory_activated_cholangiocyte	Inflammatory activated cholangiocyte	citation_1f2d9a9b4460	liver	Liver
false		Large duct mucinous cholangiocyte is a curated marker panel for Cholangiocyte in Liver. The biological interpretation needs review or more specific annotation.	cholangiocyte	Cholangiocyte	Large duct or mucinous cholangiocyte-associated markers.	2026-05-26		Large duct mucinous cholangiocyte			Andrews et al., Hepatology Communications 2022 | https://journals.lww.com/hepcomm/fulltext/2022/04000/single_cell%2C_single_nucleus%2C_and_spatial_rna.14.aspx	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Large duct mucinous cholangiocyte	Large duct mucinous cholangiocyte is a curated marker panel for Cholangiocyte in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_cholangiocyte_large_duct_mucinous_cholangiocyte	Large duct mucinous cholangiocyte	citation_1f2d9a9b4460	liver	Liver
false		Small duct cholangiocyte is a curated marker panel for Cholangiocyte in Liver. The biological interpretation needs review or more specific annotation.	cholangiocyte	Cholangiocyte	Cholangiocyte subpopulation markers enriched in small duct/proximal duct-like compartments.	2026-05-26		Small duct cholangiocyte			Andrews et al., Hepatology Communications 2022 | https://journals.lww.com/hepcomm/fulltext/2022/04000/single_cell%2C_single_nucleus%2C_and_spatial_rna.14.aspx	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Small duct cholangiocyte	Small duct cholangiocyte is a curated marker panel for Cholangiocyte in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_cholangiocyte_small_duct_cholangiocyte	Small duct cholangiocyte	citation_1f2d9a9b4460	liver	Liver
false		Activated scar associated endothelial is a curated marker panel for Endothelial in Liver. The biological interpretation needs review or more specific annotation.	endothelial	Endothelial	Cirrhosis/fibrosis-associated endothelial program; validate disease context.	2026-05-26		Activated scar associated endothelial			Ramachandran et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1631-3	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Activated scar associated endothelial	Activated scar associated endothelial is a curated marker panel for Endothelial in Liver. The biological interpretation needs review or more specific annotation.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_endothelial_activated_scar_associated_endothelial	Activated scar associated endothelial	citation_c08a440f7861	liver	Liver
false		Angiogenic endothelial captures angiogenic or vascular remodeling activity.	endothelial	Endothelial	Angiogenic or remodeling EC program; not liver-specific.	2026-05-26		Angiogenic endothelial			Guilliams et al., Cell 2022 | https://www.sciencedirect.com/science/article/pii/S0092867421014811	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret as a process score and consider disease, ischemia, vascular compartment, and tissue context.	continuous_gradient	false	false		reviewed			10		show_default	1	low	Angiogenic process;Context dependent	Angiogenic endothelial	Angiogenic endothelial captures angiogenic or vascular remodeling activity.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	process_gradient	emerging_context_dependent		liver_endothelial_angiogenic_endothelial	Angiogenic endothelial	citation_45165868d524	liver	Liver
false		Liver sinusoidal endothelial identity represents a curated identity or subtype marker program within Endothelial.	endothelial	Endothelial	Liver sinusoidal endothelial cell identity markers.	2026-05-26		Liver sinusoidal endothelial identity			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Liver sinusoidal endothelial identity	Liver sinusoidal endothelial identity represents a curated identity or subtype marker program within Endothelial.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_endothelial_liver_sinusoidal_endothelial_identity	Liver sinusoidal endothelial identity	citation_72a699cd3be6	liver	Liver
false		Lymphatic endothelial is a curated marker panel for Endothelial in Liver. The biological interpretation needs review or more specific annotation.	endothelial	Endothelial	Lymphatic endothelial markers; included because broad endothelial labels may contain lymphatic ECs.	2026-05-26		Lymphatic endothelial			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Lymphatic endothelial	Lymphatic endothelial is a curated marker panel for Endothelial in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_endothelial_lymphatic_endothelial	Lymphatic endothelial	citation_72a699cd3be6	liver	Liver
false		Macrovascular endothelial identity represents a curated identity or subtype marker program within Endothelial.	endothelial	Endothelial	Liver macrovascular endothelial markers, including vascular EC markers and CD34/PLVAP-high states.	2026-05-26		Macrovascular endothelial identity			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Macrovascular endothelial identity	Macrovascular endothelial identity represents a curated identity or subtype marker program within Endothelial.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_endothelial_macrovascular_endothelial_identity	Macrovascular endothelial identity	citation_72a699cd3be6	liver	Liver
false		Portal venous endothelial represents a curated identity or subtype marker program within Endothelial.	endothelial	Endothelial	Portal/venous and inflammatory-accessible endothelial program; may overlap with scar-associated ECs.	2026-05-26		Portal venous endothelial			Ramachandran et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1631-3	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Portal venous endothelial	Portal venous endothelial represents a curated identity or subtype marker program within Endothelial.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_endothelial_portal_venous_endothelial	Portal venous endothelial	citation_c08a440f7861	liver	Liver
false		Activated fibrogenic hepatic stellate is a curated marker panel for Hepatic stellate cell in Liver. The biological interpretation needs review or more specific annotation.	hepatic_stellate_cell	Hepatic stellate cell	Activated myofibroblast-like/fibrogenic hepatic stellate cell program.	2026-05-26		Activated fibrogenic hepatic stellate			Ramachandran et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1631-3	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Activated fibrogenic hepatic stellate	Activated fibrogenic hepatic stellate is a curated marker panel for Hepatic stellate cell in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_hepatic_stellate_cell_activated_fibrogenic_hepatic_stellate	Activated fibrogenic hepatic stellate	citation_c08a440f7861	liver	Liver
false		Inflammatory hepatic stellate represents inflammatory activation in Hepatic stellate cell.	hepatic_stellate_cell	Hepatic stellate cell	Inflammatory immediate-response HSC program; may reflect tissue handling or injury.	2026-05-26		Inflammatory hepatic stellate			Andrews et al., Hepatology Communications 2022 | https://journals.lww.com/hepcomm/fulltext/2022/04000/single_cell%2C_single_nucleus%2C_and_spatial_rna.14.aspx	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret as a process score; consider disease, dissociation, immune contamination, and batch context.	continuous_gradient	false	false		reviewed			10		show_default	1	moderate	Inflammatory process;Context dependent	Inflammatory hepatic stellate	Inflammatory hepatic stellate represents inflammatory activation in Hepatic stellate cell.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	process_gradient	well_established_process		liver_hepatic_stellate_cell_inflammatory_hepatic_stellate	Inflammatory hepatic stellate	citation_1f2d9a9b4460	liver	Liver
true		Proliferation / cell cycle captures cycling cells using canonical S/G2M and mitotic markers.	hepatic_stellate_cell	Hepatic stellate cell	Generic cycling program; validate HSC identity.	2026-05-26		Proliferating hepatic stellate		a new subtype or a disease-specific program by itself	Ramachandran et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1631-3	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	The marker panel is generic across cell types. Hard calls are only appropriate if the score distribution supports a separable cycling population.	continuous_or_hard_callable_if_separable	false	false		reviewed			10		show_default	2	low	Well-established cell-cycle process;Potentially hard-callable if separable	Proliferating hepatic stellate	A well-established cell-cycle process. Can be hard-callable when score distributions separate.	portal_flagged	high cell-cycle activity; adequate marker coverage; separable score distribution; parent identity retained	within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	rare_process	well_established_process		liver_hepatic_stellate_cell_proliferating_hepatic_stellate	Proliferating hepatic stellate	citation_c08a440f7861	liver	Liver
false		Quiescent hepatic stellate represents a curated identity or subtype marker program within Hepatic stellate cell.	hepatic_stellate_cell	Hepatic stellate cell	Quiescent hepatic stellate cell and retinoid-associated markers.	2026-05-26		Quiescent hepatic stellate			Payen et al., JHEP Reports 2021 | https://www.jhep-reports.eu/article/S2589-5559%2821%2900054-9/fulltext	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Quiescent hepatic stellate	Quiescent hepatic stellate represents a curated identity or subtype marker program within Hepatic stellate cell.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_hepatic_stellate_cell_quiescent_hepatic_stellate	Quiescent hepatic stellate	citation_b974070beab4	liver	Liver
false		Scar associated mesenchymal is a curated marker panel for Hepatic stellate cell in Liver. The biological interpretation needs review or more specific annotation.	hepatic_stellate_cell	Hepatic stellate cell	Fibrotic-niche mesenchymal program described in cirrhotic human liver.	2026-05-26		Scar associated mesenchymal			Ramachandran et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1631-3	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Scar associated mesenchymal	Scar associated mesenchymal is a curated marker panel for Hepatic stellate cell in Liver. The biological interpretation needs review or more specific annotation.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_hepatic_stellate_cell_scar_associated_mesenchymal	Scar associated mesenchymal	citation_c08a440f7861	liver	Liver
false		Acute phase inflammatory hepatocyte represents inflammatory activation in Hepatocyte.	hepatocyte	Hepatocyte	Inflammatory or acute-phase hepatocyte program; can reflect systemic inflammation and sampling context.	2026-05-26		Acute phase inflammatory hepatocyte			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret as a process score; consider disease, dissociation, immune contamination, and batch context.	continuous_gradient	false	false		reviewed			10		show_default	1	moderate	Inflammatory process;Context dependent	Acute phase inflammatory hepatocyte	Acute phase inflammatory hepatocyte represents inflammatory activation in Hepatocyte.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	process_gradient	well_established_process		liver_hepatocyte_acute_phase_inflammatory_hepatocyte	Acute phase inflammatory hepatocyte	citation_72a699cd3be6	liver	Liver
false		Bile acid transport metabolism captures a functional activity program in Hepatocyte.	hepatocyte	Hepatocyte	Hepatocyte bile acid synthesis and transport pathway; useful as a functional program rather than a discrete state.	2026-05-26		Bile acid transport metabolism			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	This is usually a functional gradient rather than a discrete state-positive population.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Functional program;Continuous activity score	Bile acid transport metabolism	Bile acid transport metabolism captures a functional activity program in Hepatocyte.	portal_flagged		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_function_gradient	established_functional_state		liver_hepatocyte_bile_acid_transport_metabolism	Bile acid transport metabolism	citation_72a699cd3be6	liver	Liver
false		Hepatocyte identity represents a curated identity or subtype marker program within Hepatocyte.	hepatocyte	Hepatocyte	Canonical hepatocyte identity and plasma protein synthesis markers.	2026-05-26		Hepatocyte identity			Aizarani et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1373-2	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Hepatocyte identity	Hepatocyte identity represents a curated identity or subtype marker program within Hepatocyte.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_hepatocyte_hepatocyte_identity	Hepatocyte identity	citation_72a699cd3be6	liver	Liver
false		Pericentral hepatocyte represents a curated identity or subtype marker program within Hepatocyte.	hepatocyte	Hepatocyte	Central-zone hepatocyte program with xenobiotic metabolism and glutamine synthesis.	2026-05-26		Pericentral hepatocyte			Payen et al., JHEP Reports 2021 | https://www.jhep-reports.eu/article/S2589-5559%2821%2900054-9/fulltext	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Pericentral hepatocyte	Pericentral hepatocyte represents a curated identity or subtype marker program within Hepatocyte.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_hepatocyte_pericentral_hepatocyte	Pericentral hepatocyte	citation_b974070beab4	liver	Liver
false		Periportal hepatocyte represents a curated identity or subtype marker program within Hepatocyte.	hepatocyte	Hepatocyte	Portal-zone hepatocyte metabolic program; urea cycle, amino acid metabolism, and gluconeogenesis.	2026-05-26		Periportal hepatocyte			Payen et al., JHEP Reports 2021 | https://www.jhep-reports.eu/article/S2589-5559%2821%2900054-9/fulltext	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Periportal hepatocyte	Periportal hepatocyte represents a curated identity or subtype marker program within Hepatocyte.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_hepatocyte_periportal_hepatocyte	Periportal hepatocyte	citation_b974070beab4	liver	Liver
true		Proliferation / cell cycle captures cycling cells using canonical S/G2M and mitotic markers.	hepatocyte	Hepatocyte	Generic cycling program; validate hepatocyte identity in high-scoring cells.	2026-05-26		Proliferating hepatocyte		a new subtype or a disease-specific program by itself	Ramachandran et al., Nature 2019 | https://www.nature.com/articles/s41586-019-1631-3	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	The marker panel is generic across cell types. Hard calls are only appropriate if the score distribution supports a separable cycling population.	continuous_or_hard_callable_if_separable	false	false		reviewed			10		show_default	2	low	Well-established cell-cycle process;Potentially hard-callable if separable	Proliferating hepatocyte	A well-established cell-cycle process. Can be hard-callable when score distributions separate.	portal_flagged	high cell-cycle activity; adequate marker coverage; separable score distribution; parent identity retained	within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	rare_process	well_established_process		liver_hepatocyte_proliferating_hepatocyte	Proliferating hepatocyte	citation_c08a440f7861	liver	Liver
false		Antigen presentation macrophage is a curated marker panel for Macrophage in Liver. The biological interpretation needs review or more specific annotation.	macrophage	Macrophage	MHC-II antigen presentation program in myeloid cells.	2026-05-26		Antigen presentation macrophage			Zhao et al., Cell Discovery 2020 | https://www.nature.com/articles/s41421-020-0157-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Antigen presentation macrophage	Antigen presentation macrophage is a curated marker panel for Macrophage in Liver. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	unknown	needs_review		liver_macrophage_antigen_presentation_macrophage	Antigen presentation macrophage	citation_77762a3bc36a	liver	Liver
false		Interferon / MHC response captures inflammatory, antiviral, and antigen-presentation activity within the parent cell type.	macrophage	Macrophage	Generic interferon-stimulated macrophage program.	2026-05-26		Interferon response macrophage		a distinct immune cell identity unless parent-cell assignment supports it	Zhao et al., Cell Discovery 2020 | https://www.nature.com/articles/s41421-020-0157-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	This can be real inflammatory biology, but immune contamination, HLA-high ambient RNA, and doublets should be checked.	continuous_gradient	false	false		reviewed			10		show_default	2	moderate	Well-established inflammatory process;Check immune contamination	Interferon response macrophage	A well-established inflammatory process score, best interpreted as a continuous gradient.	portal_flagged	high IFN/MHC activity; parent identity retained; low immune contamination/doublet scores	within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	process_gradient	well_established_process		liver_macrophage_interferon_response_macrophage	Interferon response macrophage	citation_77762a3bc36a	liver	Liver
false		Kupffer cell identity represents a curated identity or subtype marker program within Macrophage.	macrophage	Macrophage	Resident liver macrophage/Kupffer cell identity markers.	2026-05-26		Kupffer cell identity			MacParland et al., Nature Communications 2018 | https://www.nature.com/articles/s41467-018-06318-7	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Kupffer cell identity	Kupffer cell identity represents a curated identity or subtype marker program within Macrophage.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		liver_macrophage_kupffer_cell_identity	Kupffer cell identity	citation_3ae9a34c91bc	liver	Liver
false		Monocyte derived inflammatory macrophage represents inflammatory activation in Macrophage.	macrophage	Macrophage	Inflammatory monocyte-derived macrophage markers.	2026-05-26		Monocyte derived inflammatory macrophage			MacParland et al., Nature Communications 2018 | https://www.nature.com/articles/s41467-018-06318-7	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret as a process score; consider disease, dissociation, immune contamination, and batch context.	continuous_gradient	false	false		reviewed			10		show_default	1	moderate	Inflammatory process;Context dependent	Monocyte derived inflammatory macrophage	Monocyte derived inflammatory macrophage represents inflammatory activation in Macrophage.	portal_default		within_tissue_cell_type	dat/liver/liver_cell_state_markers.gmt	dat/liver/liver_cell_state_markers.xlsx	process_gradient	well_established_process		liver_macrophage_monocyte_derived_inflammatory_macrophage	Monocyte derived inflammatory macrophage	citation_3ae9a34c91bc	liver	Liver
